Period,Commodity,Province,Country,State,Value ($),Quantity,Unit of measure
2025-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,China,N/A,3.73E+08,733289,Volume in cubic metres
2025-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Delaware,27091429,45536,Volume in cubic metres
2025-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,15710380,30349,Volume in cubic metres
2025-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,4.02E+09,7710463,Volume in cubic metres
2025-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Netherlands,N/A,61198260,101752,Volume in cubic metres
2025-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,China,N/A,3.60E+08,652612,Volume in cubic metres
2025-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,4.15E+09,7890680,Volume in cubic metres
2025-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,District of Columbia,19096484,40038,Volume in cubic metres
2025-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,4.00E+08,749441,Volume in cubic metres
2025-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,4.01E+09,7021589,Volume in cubic metres
2025-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Ohio,2.23E+08,356419,Volume in cubic metres
2025-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,1.09E+08,209102,Volume in cubic metres
2025-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,5.35E+08,931469,Volume in cubic metres
2025-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,"Korea, South",N/A,91438625,178463,Volume in cubic metres
2025-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Oklahoma,9.06E+08,1620630,Volume in cubic metres
2025-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,25639654,50630,Volume in cubic metres
2025-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Ohio,1.84E+08,308952,Volume in cubic metres
2025-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,1.14E+08,239914,Volume in cubic metres
2025-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,8.31E+08,1404788,Volume in cubic metres
2025-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Wyoming,505706,935,Volume in cubic metres
2025-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,7232171,16133,Volume in cubic metres
2025-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Oklahoma,8.90E+08,1664564,Volume in cubic metres
2025-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United Kingdom,N/A,62863333,106033,Volume in cubic metres
2025-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,1.91E+08,418977,Volume in cubic metres
2025-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,"Korea, South",N/A,48307000,86648,Volume in cubic metres
2025-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,1.85E+08,323071,Volume in cubic metres
2025-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,55998330,100158,Volume in cubic metres
2025-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,26538069,56740,Volume in cubic metres
2025-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,China,N/A,1.28E+09,2386631,Volume in cubic metres
2025-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,4.09E+09,7911174,Volume in cubic metres
2025-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,4.87E+08,886603,Volume in cubic metres
2025-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Minnesota,6.68E+08,1394238,Volume in cubic metres
2025-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,52884157,111998,Volume in cubic metres
2025-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,6.19E+08,1152677,Volume in cubic metres
2026-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Panama,N/A,60287156,116421,Volume in cubic metres
2026-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,South Dakota,156368,347,Volume in cubic metres
2026-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,China,N/A,7.31E+08,1488408,Volume in cubic metres
2026-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Spain,N/A,69140745,116855,Volume in cubic metres
2026-02-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Wyoming,1024351,2282,Volume in cubic metres
2026-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,6696838,12399,Volume in cubic metres
2026-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Ohio,3.16E+08,397588,Volume in cubic metres
2026-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Michigan,2.38E+08,355621,Volume in cubic metres
2026-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,"Korea, South",N/A,1.40E+08,175447,Volume in cubic metres
2026-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Netherlands,N/A,286408,318,Volume in cubic metres
2026-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,73378320,87193,Volume in cubic metres
2026-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Michigan,1.71E+08,420099,Volume in cubic metres
2026-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,91433290,111850,Volume in cubic metres
2026-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Delaware,18276281,18314,Volume in cubic metres
2026-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,1.89E+08,240086,Volume in cubic metres
2021-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,12585814,25055,Volume in cubic metres
2021-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,35081891,68559,Volume in cubic metres
2021-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,New York,3370303,9606,Volume in cubic metres
2021-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,2.83E+08,684447,Volume in cubic metres
2021-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Missouri,3.61E+08,768771,Volume in cubic metres
2021-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,3.77E+08,804631,Volume in cubic metres
2021-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,83201507,185630,Volume in cubic metres
2021-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,1.19E+08,201118,Volume in cubic metres
2021-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,11094096,27113,Volume in cubic metres
2021-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,41225152,78314,Volume in cubic metres
2021-07-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Colorado,2.31E+08,470039,Volume in cubic metres
2021-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Saint Pierre and Miquelon,N/A,152,0,Volume in cubic metres
2021-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,10642959,24888,Volume in cubic metres
2021-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Italy,N/A,63770609,100015,Volume in cubic metres
2021-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Alabama,37656121,63381,Volume in cubic metres
2021-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Ohio,1.05E+08,206936,Volume in cubic metres
2021-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,57623470,87789,Volume in cubic metres
2021-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,87597009,194587,Volume in cubic metres
2021-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Texas,9.02E+08,1518954,Volume in cubic metres
2021-10-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,4027985,7719,Volume in cubic metres
2021-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,95544903,145236,Volume in cubic metres
2021-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,South Dakota,12155,28,Volume in cubic metres
2021-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Alabama,47980122,82869,Volume in cubic metres
2022-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,35056879,75323,Volume in cubic metres
2021-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Louisiana,41502461,75531,Volume in cubic metres
2022-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,24222853,48742,Volume in cubic metres
2022-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,North Dakota,3309697,5898,Volume in cubic metres
2022-01-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Delaware,1.10E+08,190746,Volume in cubic metres
2022-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,1.18E+08,151926,Volume in cubic metres
2022-03-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Ohio,2.45E+08,445400,Volume in cubic metres
2022-04-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Alabama,7686157,18544,Volume in cubic metres
2022-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Michigan,4.54E+08,613711,Volume in cubic metres
2022-05-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,5.06E+09,6459956,Volume in cubic metres
2022-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,1.16E+08,126510,Volume in cubic metres
2022-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Germany,N/A,71167479,73750,Volume in cubic metres
2022-06-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Illinois,4.90E+09,6152299,Volume in cubic metres
2022-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Oklahoma,1.06E+09,1528968,Volume in cubic metres
2022-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Washington,1.21E+08,196426,Volume in cubic metres
2022-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Michigan,4.04E+08,502159,Volume in cubic metres
2022-08-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Mississippi,22574349,28250,Volume in cubic metres
2022-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Minnesota,6.74E+08,1089846,Volume in cubic metres
2022-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Hong Kong,N/A,49571986,91036,Volume in cubic metres
2022-09-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Montana,4.44E+08,645977,Volume in cubic metres
2022-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Kansas,44105385,79865,Volume in cubic metres
2022-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Pennsylvania,1.36E+08,245317,Volume in cubic metres
2022-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,Michigan,2.80E+08,503766,Volume in cubic metres
2022-11-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,Spain,N/A,81605681,106470,Volume in cubic metres
2022-12-01,"2709.00.10 - Petroleum & bituminous min oils, crude, relative density >= 0.9042 (< 25°A.P.I.)",Canada,United States,California,56089879,84822,Volume in cubic metres
